,Date,Place,Address,City,State,County,Neighborhood,category,Note ,Score,anything special,alcohol,smoking,eat in,bathroom,parking,cash only,sizes,cost,roll,who's,roll s,meat ,meat s,cheese,cheese s,extras,extras s,overall,overall s,SCORE,Unnamed: 31,Instagram,YouTube,location,geo,latitude,longitude
49,7/16/2018,Allegro,3942 Spruce St,Philadelphia,PA,Philadelphia County,University City,pizza shop,"150 beers, 15 on tap (?), pizza smelled really good.  Cheesesteak was average.",74,,yes,no,yes,yes,no,no,IDK,not bad,thick roll,,15,good non-discrit,15,melted on top,15,"little mushrooms, they forgot LT",14,Pizza and Beer and/or bathroom,15,74,,,,"3942 Spruce St, Philadelphia PA","3942 Spruce Street, Philadelphia, Pennsylvania 19104, United States",39.951391,-75.202957
50,7/17/2018,Parkway Corner Deli,2201 Pennsylvania Ave,Philadelphia,PA,Philadelphia County,center city,deli,"Jon Gruden and Beer.  plenty of seating, price and bathrooms helped the overall score.",72,,yes,no,yes,yes,no,no,IDK,,average,,15,weird texture,13,very forgetable,13,"fancy lettuce, don't remember eating a mnushrooms",12,"if you are by the art museum and need a place to feed a bunch of people and not get killed on the price and want a beer and bathroom, corner Deli",19,72,,,,"2201 Pennsylvania Ave, Philadelphia PA","2201 Pennsylvania Avenue, Philadelphia, Pennsylvania 19130, United States",39.963667,-75.174937
51,7/18/2018,John's Place,1529 Spring Garden St,Philadelphia,PA,Philadelphia County,center city,pizza shop,"Solid all around place. wasn't horrible finding parking and plenty of seating inside. award winning pizza and the 3 other people that came in all got something different. Cheesesteak and ice tea, $11.90.",85,,BYOB,no,yes,yes,no,no,several,11.90 included ice tea,a little bready,,14,"chopped, very flavorful and tender without water or oil.  more maet and score would be a lot higher",16,very good amount and melt,18,excellent extras,19,solid all around place. award winning pizza and 3 other people came in got 3 different things.  CS and ice tea $11.90,18,85,,,,"1529 Spring Garden St, Philadelphia PA","1529 Spring Garden Street, Philadelphia, Pennsylvania 19130, United States",39.96303,-75.163937
52,7/19/2018,Anna's Sandwich Shop,303 Sutton Ave,Folsom,PA,Delaware County,,sandwich shop,"if you appreciate a great cheesesteak go to Anna's!!!  Great cheesesteak, I wish it had a little more cheese and mixed in the extras with that said it is a great cheesesteak",91,,no,no,one table,IDK,no,yes,several,12.42 included a Dr Pepper,very good roll,Liscio's,18,tasted like they shredded a steak house steak,20,needed more,16,good but I would have liked them mixed in,18,big CS with great meat and still talk about chatting with the owner,19,91,,,,"303 Sutton Ave, Folsom PA","303 Sutton Avenue, Folsom, Pennsylvania 19033, United States",39.895176,-75.317377
53,7/22/2018,Jim's Steaks,400 South St,Philadelphia,PA,Philadelphia County,south philly,pizza shop,"You have to go to Jim's for the experience.  Luckily it was raining and the crowd was small.  The mushrooms, fried onions, lettuce and tomatos were so bad they were good. ",81,nostaglia,yes,no,yes,yes,no,yes,IDK,IDK,great roll liked I expected from Liscio's,Liscio's,16,"good, good amount, bland",15,"no melt, layed on roll",15,so bad they were good. nothing heated nor mixed in.  onions were so badly chopped and throwen last they tasted good.,15,"Saturday night on South St, fancy autographs fill the walls. drunks everywhere and it was only 8:30.  Thank goodness for the rain keeping the crowd away.",20,81,,,,"400 South St, Philadelphia PA","400 South Street, Philadelphia, Pennsylvania 19147, United States",39.941495,-75.149314
54,7/22/2018,Vincenzo's,1626 S 9th St,Philadelphia,PA,Philadelphia County,south Philly,sandwich shop,"Looks like fun little neighborhood breakfast lunch place.  At some point when I am back in the area I will try the meatballs.  Good cheesesteak, fun place.",83,,no,no,yes,yes,no,no,IDK,IDK,great roll, Liscio's,16,I wish there was more meat (and cheese and everything ewlse),15,"prob best part was gheese, amount & melt",18,the extras were very good but I prefer them mixed in.  even the fried onions were added after the meat came off thegrill,15,Great little place to eat if you find yourself near 9th and Mountain.,19,83,,,,"1626 S 9th St, Philadelphia PA","1626 S 9th St, Philadelphia, Pennsylvania 19148, United States",39.92831,-75.1604
55,7/23/2018,West Point Pizza,201 N 63rd St,Philadelphia,PA,Philadelphia County,north philly,pizza shop,there were a lot of pizza boxes folded and I saw two different people on the street with pizza.  Plus they have pizza in their name.,74,,no,no,yes,yes but out of order,no,IDK,IDK,$7.02 included bottle of water,good non-discript roll,,15,"good, could have used alot more",13,seemed like there was a lot of cheese because there was not a lot of meat.,15,"surprisingly good, they didn't kill me with mushrooms",15,"$7.02 for a cheesesteak and bottle of water, not horrible",16,74,,,,"201 N 63rd St, Philadelphia PA","201 North 63rd Street, Philadelphia, Pennsylvania 19139, United States",39.965871,-75.245707
56,7/25/2018,Giovanni's Pizzeria,5604 Greene St,Philadelphia,PA,Philadelphia County,Germantown,pizza shop,Giovanni has been manning the grill and talk yelling since 1979.  I am glad it was a very good cheesesteak.  The neighborhood has seen better days.  I tried to get Ms Pacman into photo.,84,,no,no,yes,yes,no,IDK,IDK,12.21 after tax,strugglking to hold juicy meat,,15,good tasty but I think it was oil to moisten it,17,"good i guess, kind of non-exsistent",15,shrooms were everyewhere and tasty,19,giovanni is still making great cheesesteaks while the neighborhood is going thru some changes,18,84,,,,"5604 Greene St, Philadelphia PA","5604 Greene St, Philadelphia, Pennsylvania 19144, United States",40.03339,-75.17601
57,7/26/2018,Sonny's,228 Market St,Philadelphia,PA,Philadelphia County,center city,sandwich shop,very tasty but very small.  2nd and Market deserves better.,79,,no,no,yes,IDK,no,IDK,IDK,$11.00,"good roll, held it's own",,15,"not chopped, good taste, tender, needed much much more meat",14,"excellent, great melt.  they out a melt lid over the meat and cheese on the grill and maybe a little oil",18,mushrooms were very good.  lettuce on top like I like.  tomatoes okay.,17,the cheese melt and mushrooms were very good. everything else was a disappoinment.  2nd and Market deserves better,15,79,,,,"228 Market St, Philadelphia PA","228 Market Street, Philadelphia, Pennsylvania 19106, United States",39.949802,-75.144807
58,7/30/2018,Grotto Pizza,2015 Concord Pike,Wilmington,DE,New Castle County,,bar/restaraunt,"Good solid cheesesteak and beer specials, I likey!!",81,,yes,no,yes,yes,yes,no,IDK,IDK,"good roll, easy job with this CS",,16,"nice meat, more would be good",15,good amount and melt,16,good extras,17,solid cheesesteak and beer specials,17,81,,,,"2015 Concord Pike, Wilmington DE","2015 Concord Pike, Wilmington, Delaware 19803, United States",39.789121,-75.545396
59,7/30/2018,Larry's - Girard ave,920 W Girard Ave,Philadelphia,PA,Philadelphia County,Fishtown/N. Liberity,pizza shop,"very good cheesesteak, friendly people, nice place.  it was like an oasis on Girard.",80,,no,no,yes,yes,kind of,no,several,got the special,a little bready for me,,14,nothing stood out but it was good,16,good amount and melt,16,all good. LT got a little lost on bottom,17,"very good cheesesteak.  friendlypeople, nice place, it was an oasis on Girard Ave",17,80,,,,"920 W Girard Ave, Philadelphia PA","920 West Girard Avenue, Philadelphia, Pennsylvania 19123, United States",39.970209,-75.15182
60,7/30/2018,Paesano's,148 W Girard Ave,Philadelphia,PA,Philadelphia County,Fishtown/N. Liberity,casual dining,"good sandwich, funky vibe and I will be back for the signature Paesano and the Tuscany fries.",72,,no,no,yes,yes,no,yes,1,$10.00,"sesame seed roll, i love sesame seed roll",,17,good and tasty,16,they didn't kill me with cheese,14,mushrooms were good. i gues LT were not an option,10,"good sandwich, funky vibe and I will be back for the signature Paesano and Tuscany Fries",15,72,,,,"148 W Girard Ave, Philadelphia PA","148 West Girard Avenue, Philadelphia, Pennsylvania 19123, United States",39.969054,-75.138051
61,7/30/2018,Steak Works Pizza,2207 Silverside Rd,Wilmington,DE,New Castle County,,pizza shop,"Freshly sliced ribeye, the pizza and Carmine set the bar too high for everything else.",84,,no,no,yes,yes,"yes, if you can the entrance",IDK,several,i got the lunch special,the roll looked good but could not hold up to the greatness of the freshly sliced ribeye,,15,"freshly sliced ribeye, very nice",18,good amount & melt,17,mushrooms were good. LT were good and on top like i like,17,"freshly sliced ribeye, the Pizza and Carmine set the bar very high.",17,84,,,,"2207 Silverside Rd, Wilmington DE","2207 Silverside Road, Wilmington, Delaware 19810, United States",39.803172,-75.505892
62,8/1/2018,Trio Cold Cuts and Sandwich Pub,1324 MacDade Blvd,Ridley Twp,PA,Delaware County,,deli,$10.38 for a darn good cheesesteak.  I got the seeded roll.  it may have been a mistake but I liked it.  hot stuff was cooked and chopped together.  very close to being a 90+,89,,I think they are connected to bar next door,no,maybe/kind of,IDK,yes,IDK,"12"" or 24""","$10.38 for 12""",seeded roll.  This may have been a mistake. it was bready and maybe too much for the roll,,18,very tasty. looked fresh sliced. more give me more,17,good melt. more give me more,17,"mushrooms were very good, plentiful and cooked with the meat. good tomatoes and lettuce.  on bottom, i hate on bottom",18,"$10.38 Beer option, parking, plenty of options, nice people",19,89,,,,"1324 MacDade Blvd, Ridley Twp PA","1324 Macdade Boulevard, Collingdale, Pennsylvania 19023, United States",39.90763,-75.286521
63,8/3/2018,gooey Louie's,231 McClellan St,Philadelphia,PA,Philadelphia County,south philly,pizza shop,Very good cheesesteak with lots of meat BUT something is keeping me from getting excited about Louie.  I may have had too high expectations.,86,,no,no,"no, table outside",no,kind of,yes,s/l,small 7.50,"good, nothing fancy",,16,lots of meat,18,good but lots of meat needs lots of cheese,16,shrooms were unrememberable,17,I could not get excited about louies.  may be high expections,19,86,,,,"231 McClellan St, Philadelphia PA","231 Mcclellan Street, Philadelphia, Pennsylvania 19148, United States",39.925341,-75.150749
64,8/4/2018,R&C,100 West Ave,New Castle,DE,New Castle County,,sandwich shop,"nothing fancy.  good little deli.  woman next to me ordered her 'usual.'  While I was eating outside, 5 trucks pulled up and the drivers plus one or two went inside.",79,,no,no,no,no,no,IDK,s/l,5.70 small,roll held up to juicy CS,,17,good and tasty.  could have used a lot more,15,good,15,mushrooms were good.  very good LT on top,15,"nothing fancy. good little deli. woman next to me ordered her 'usual.' While I was eating outside, 5 trucks pulled up and the drivers plus one or two went inside. ",17,79,,,,"100 West Ave, New Castle DE","100 West Avenue, New Castle, Delaware 19720, United States",39.704227,-75.544016
65,8/4/2018,Second district brewing CO,1939 Bancroft St,Philadelphia,PA,Philadelphia County,south philly,bar/restaraunt,breaking my own rule.  not a tradtional sub shop cheesesteak but I loved it so I am scoring it high.  The whole event helped the score.,90,,yes,no,yes,yes,no,no ,1,not bad,"good roll, nothing fancy, did the CS proud",,17,"good meat, pulled everything together",18,gouda and something else I think,16,I think we could only get the cheesesteak the way they wanted us to have it.  onions and cheese were awesome.,19,"didn't kill us om price, great craft beers, cool place, not crowded dinnertime saturday. my dinner time.",20,90,,,,"1939 Bancroft St, Philadelphia PA","1939 South Bancroft Street, Philadelphia, Pennsylvania 19145, United States",39.926355,-75.17304
66,8/6/2018,Little Hut Sandwich Shop,650 E Chester Pike,Ridley Park,PA,Delaware County,,sandwich shop,The Little Hut is a little gem!!  The small is big and inexpensive!! my favorite things!!,89,,no,no,yes,yes,no'ish,no,2,less than 10 for small,very good roll and it withstood the test of time,,18,"good meat, more meat please!",18,"only 3 slices, more please",15,shrooms were very good and chopped into meat. LT good on bottom,18,"love this place. plenty of room to eat, nice and new",20,89,,,,"650 E Chester Pike, Ridley Park PA","650 E Chester Pike, Ridley Park, Pennsylvania 19078, United States",39.87909,-75.31308
67,8/8/2018,Chick's in Cherry Hill,906 Township lane,Cherry Hill,NJ,Camden County,,pizza shop,"Great Place! the kid from Goldbergs may be correct, the best cheesesteaks may not be in Philly.  Very good food at a very good price in a clean place!!  May have some anthony bourdain cool points",90,Anthony Bourdain,no,no,yes,IDK,kind of,no,IDK,$9.00,big and very good,,17,"good taste, needed a touch more",17,ma be a slice more next time,18,shrooms were great,18,"a lot of CS for $9, free refills on soda, anthony Bourdain",20,90,,,,"906 Township lane, Cherry Hill NJ","906 Township Lane, Cherry Hill, New Jersey 08002, United States",39.916495,-75.021628
68,8/8/2018,Donnie Mac's deli on 4th,326 Fayette St,Conshohocken,PA,Montgomery County,,deli,great place!  steady stream of people getting their breakfast.  very tasty.  more of everything and this would have been a 90+,88,,no,no,yes,yes,no,no,IDK,$14 included ice tea,very good,,17,very tasty but more please,17,great amount and melt,18,shrooms were very good and chopped into meat  I was hoping for a better tomato.,17,Great place!  I would go back! needed more meat which means it would have needed more cheese.  you're a deli how about a better tomato.,19,88,,,,"326 Fayette St, Conshohocken PA","326 Fayette Street, Conshohocken, Pennsylvania 19428, United States",40.076509,-75.304324
69,8/12/2018,Abner's - University City,3813 Chestnut St,Philadelphia,PA,Philadelphia County,University City,pizza shop,"ladies were very friendly,  clean enough place, plenty of room to sit.  price + space + bathroom equal 20 points",88,,no,no,yes,yes,no ,no,IDK,$11ish included refillable fountain soda,good roll,,16,"choppped, good amount and flavor",17,very good mount,18,"great onions, LT got lost on bottom",17,"grill ladies were sassy and great, plenty of seating, price, space, bathroom = 20",20,88,,,,"3813 Chestnut St, Philadelphia PA","3813 Chestnut Street, Philadelphia, Pennsylvania 19104, United States",39.955689,-75.199406
70,8/12/2018,Mike and Emma's,601 MacDade Blvd,Folsom,PA,Delaware County,,sandwich shop,Very nice people but it is time to let the next generation take over day to day operations of the sandwich shop!,70,,no,no,yes,yes,yes,no,IDK,inexpensive,good roll,,15,"ribbon's, could have used more",15,good cheese,15,good tomato. could have had more mushrooms,5,"nice peopl, clean place but time is undefeated in pro sports and at Mike and Emma's.",20,70,,,,"601 MacDade Blvd, Folsom PA","601 Macdade Boulevard, Folsom, Pennsylvania 19033, United States",39.882755,-75.337353
71,8/13/2018,Lennies Homeplate,6141 Ridge Ave,Roxborough,PA,Philadelphia County,manayunk/roxboruogh,pizza shop,I was on sensory over load.  love the sports memorbilia!!  love all of the food specials!!  if I lived in Roxborough I would eat at Lennie's everyday!!  I will be back for the Scrap-adelphia!!,91,Cajun Mayo,no,no,yes,yes,no,no,"they have 23"" roll",$8.78 and wait till u see the pics,bready roll but it needed it,,17,good chop and everything was mixed together,17,great melt,17,big leaf lettuce on bottom which normal I don't like but it worked.  mushrooms were perfect. tomatoes OK. Cajun Mayo to die for.,20,Love Lennie's! Love Lennies!i did go off script and get the cajun mayo and I am glad I did!!,20,91,,,,"6141 Ridge Ave, Roxborough PA","6141 Ridge Avenue, Philadelphia, Pennsylvania 19128, United States",40.034872,-75.21638
